id,clean_text,sentiment
4lro65JwQdc_4,this course basically youre going five youre gonna choose five topics five links five different web sites articles youre going five one hundredword rationales,0
tZDNinnrGf8_4,and law lords took vote soon would two nil,0
z441aDJvAcU_8,lready today many people use number cloud services without even realising webmail facebook,0
98187_8,uhh its funny uhh know unless like uhh jokes dealing bodily functions uhh little kids dropping bomb,0
65kkuNV921k_3,the press constantly badgering candidates talk things important media necessary voters,0
81668_3,uhh disappointed rated pg,0
46615_5,uhh its uhh good movie,0
266938_5,umm mark wahlberg terrible never get job hopefully bad movie,0
AHiA9hohKr8_6,but still lacking institutional basis institutional framework managing natural resources see benefits terms development,0
MpuWcGn2Lcg_3,she unfortunately passed away weeks later battle illness,0
JSlTJsUulH0_2,and talking vocal expression talking several different elements,0
240915_2,umm dont rent buy ever watch ever ever ever dumb,0
273250_10,its really bad spy movie cause really feels like theres real story,0
81538_9,but uhh dont know id recommend want,0
102184_11,and umm big puddle know mess,0
91276_4,the story line film falls flat,0
qJZlp9uxoTU_16,another harsh reality millions teachers low income countries still living poverty line unable survive without taking second even third job,0
244623_26,theres lot language stuff,0
Zj_4YmbMWtg_5,something gone died guess could say,0
28006_2,its stupid,0
271366_33,its really boring old cheesy,0
29751_8,the special features arent many theres feature commentary junk stutter really cares movie pretty bad,0
aFjMWlR1QAY_11,grumpy chores changing diapers constant messes tantrums,0
270628_17,umm poor job respect,0
ctMCSUT2LlQ_5,all wrapped ability get around,0
224869_14,very slow,0
271366_13,just terrible,0
72017_6,but uhh notable actors winona ryder anthony hopkins keanu reeves,0
261900_27,mean maybe author would write back say know thanks letter blah blah blah,0
273237_9,the story line dont care anything,0
259260_2,slaps palm forehead ok ill explain minute always hold heres movie ticket,0
CHh6hWo1AFE_4,the polls collect bundle sell massive profits politicians lie better,0
VwGPIUNayKM_0,nd worked ofgem department energy climate department energy climate change administers,0
jZe-2w7pkd8_16,you tell book go end wont find anything references play speeches,0
EO_5o9Gup6g_0,this ron paul weekly update faced continuing economic decline impending election administration predictably entertaining idea another stimulus package,0
SxbTZjZD0vU_2,eep deepest core pains sorrows youve dealing lifetime,0
hqzF4IDaIYE_0,ts bedrock rights dont legal capacity rights taken away,0
270628_19,umm as mentioned supporting actors actresses kind dont live billing dont live umm could done done roles,0
k8NgVOCDYKM_4,the deal would shut single nuclear facility iran would destroy single centrifuge iran stop rampd irans advanced centrifuges,0
DZIFCYOhosQ_13,like many takes long time regain respect trust lost,0
94983_9,he doesnt look umm heroic like thought would game,0
bI3DTH2yTbM_5,or maybe even visual aides really didnt even need,0
kh6eynD9OIk_3,that first fullfledged anaphylactic episode,0
247318_8,it wasnt entertaining,0
K_K3wpxkRc8_2,while offer condolences family also celebrate rich ministry shared ctn three decades,0
RST6PgpsLws_5,it impossible miss sense apprehension misguided politics like proposed ban fetal tissue use terrible risks involved devaluing university wisconsin,0
o8OZGBDPD8M_10,theyre going say if really met jesus why still sinning,0
294178_11,didnt really catch onto anything,0
266396_70,umm really know like said really wish could go forever movie nutshell recommend movie,0
k8NgVOCDYKM_19,iran regime openly calls israels destruction openly actively works towards end,0
0cBmQ_ItVUc_6,and frequently hear people respond saying oh thats never going happen like sometimes theyll sort sarcastic joke like pffsh good luck you know sort blowing,0
266366_17,uhh the stutter direction okay acting okay story line uhh stutter the story didnt move,0
282586_8,but basically movie young teenage girls theres nothing,0
wR3zalLV_6c_7,ther talk working poverty talk vulnerable employment,0
0r8KVXUCV6c_8,how christians able hangout associate unbelievers ungodly lukewarm christians even mention jesus,0
mxFU6TrHChY_7,most people hear god many never ever anyone encourage everyone around devils team discouraging anyone actually hear jesus,0
271366_18,it insulting way,0
2ahFSMFvs_c_21,know character talks like supposed end decision ive never good expected,0
262226_3,youre funny,0
270628_12,umm it kind seems like minnie driver forest whitaker much better performances,0
7rMLN0KKE5k_33,today im going let feel hurt,0
272624_9,uhh the movie jet li nice surprise feel uhh could used uhh would movie,0
264446_44,dont worry seeing theater,0
maO6KmmgcB8_5,for part binding arbitration usually involves arbitrator picked institution entity dispute,0
262165_17,and backdrop mad painting looks terrible,0
243341_19,so made mad even talking,0
243341_1,im gonna review meet spartans,0
P17tYiqMGRU_0,it is wonderful blessing jesus spoken past whether since lord jesus spoke,0
266396_72,and casting,0
79935_2,now rated sexual content language drugs three drugs much totally unnecessary,0
270444_5,umm dont know something whole hellboy theme dont really like personally,0
244623_12,like dont know ive seen people say oh theyre real,0
92521_4,it little plot,0
128763_1,this uhh special edition dvd,0
eW1vgHE6FRM_16,ordered departure nonemergency personnel families diplomatic missions nearly times since we draw long history service us citizens overseas routine times crisis,0
mxa4KXSz9rw_2,ying vaccines one size fits protection,0
240915_4,but youre dumb youll stay away stupid,0
130426_3,umm it goes way heavy jesus references,0
266938_11,hes stutter hit peak twentythree years old like kid stutter doesnt know hes,0
270444_2,thought worse thought would,0
43456_6,uhh the movie unfortunately goes,0
96350_8,no,0
255852_6,you stutter want like will ferrell reviews mixed negative,0
3OMgvtWNHp4_5,something,0
81406_2,point break one worst,0
261267_18,if theyre enthusiastic seeing take mean maybe might like sit something thats really youre like want,0
266852_5,and know,0
106514_17,anyways positives film umm stan lee another cameo little bit funny,0
36098_7,the graphics bad everything acting,0
k4T6GaDrcjs_6,whatever im sorry,0
Es9MkKsMsjU_2,but idea absolutely legitimate reason someone like friends someone voting people like donald trump ted cruz really disconnected way world actually works,0
x8UZQkN52o4_10,but if were trump wouldnt bring up vietnam,0
57618_7,one real world one matrix stutter didnt feel like much happened movie,0
264446_20,there lot profanity movie umm youre worried wouldnt see,0
89787_5,dont need whole whole lot action,0
SCXp4l0CO4s_17,if theres real problem something didnt go right implementation effects customers may called get phone customers kind help smooth path,0
7oFimEZJQ_A_6,so another day severe weather working respond devastation yesterday,0
b1LEcg6z66g_13,make sure get extra cash school needs make difference working students making sure get best opportunity life,0
267466_6,its really isnt good,0
YrPXbGBvqGo_12,ut mind also create neurosis begin suffer,0
126872_5,it kind umm funny scary,0
mxa4KXSz9rw_10,then got vaccine fever,0
79935_8,uhh even uhh its probably good movie watch,0
SLi2gT5H6m8_6,if dont sort nothing else matters,0
256935_12,like dont care guy running around jungle,0
266938_20,its people running away wind,0
119348_5,their jacket thing sucks,0
92331_7,umm there zombies run know kung fu,0
HgDdU_RB9UA_2,that link read said university mourns longtime employee jay turnbull think moment,0
268836_2,umm it depressing experience uhh say least,0
wLj_gnNON7A_12,the wings republican coalition deeply divided entitlements trade immigration fight wars even trump victory unite,0
367506_3,and umm ticket,0
256935_7,youre going highly disappointed,0
omBcvw7izuM_19,and public necessity technical reasons molten metal hours must divided two shifts hours three shifts eight law divided three eight,0
DbAppk7xT0Y_1,ou know theyre basically joy destroyers,0
128752_13,but umm like said didnt really like,0
102184_8,and thought really hated movie,0
53742_4,and umm really boring story,0
rCQYq4T8SEI_3,fell headlong dizzy blind didnt want love,0
90172_0,ill reviewing umm dvd version reign fire starring matthew mcconaughey christian bale christian bale giving probably worst performance career far im concerned,0
43456_9,do favor dont watch,0
rBWeo_rEdcU_17,this take another minutes video cuttet systeminformations needs updated first,0
1F0qH0EEBfo_16,apparently stan says also cant say,0
262226_4,no one thinks youre funny,0
92331_24,this almost bad manos hands fake,0
2ahFSMFvs_c_0,ive lost track number hours ive spent writing rewriting speech,0
3MFNIag0wNE_8,but never really instead leaving good constructive criticism us decided leave complaints,0
140293_5,but uhh uhh kind strange didnt really understand uhh lot,0
werKCgZ5dFE_14,who else would save us awful cost great lost so greater loss of him man,0
271366_15,but dont care really dont care tomb dragon emperor dragon emperor guy dont care,0
tymso_pAxhk_18,nd means may accept wind turban thats sitting back hill backyard think somebody elses backyard,0
273250_11,theres investigation element thats,0
5wpCKY2U1NE_10,are sad looking expressionless deliver enthusiastic speech,0
jVayR0VClxQ_11,then time repent give fully jesus,0
270628_7,so like throw rock stutter pool water umm ripples kind go alter affect water around,0
79935_18,it worse movie ten years award would give movie,0
izFBeXMTgds_5,in fact sent crew interview reason went along knew gonna hatchet job reason went along anderson cooper allowed response videos youtube,0
256935_8,this movie horrible,0
pfCPogxnUfw_1,sexually molested age became withdrawn,0
pqAGD3ijMPw_9,we cant probably make banks companies responsible everything thats gone wrong if dont take responsibility going trust,0
28006_18,its like know why go thats like first place would think would go would dont know,0
271594_25,no one good job acting,0
56276_2,now probably one biggest wastes ninety minutes ive ever done life,0
ipLoS44xfO4_5,remember policy maker,0
Wrcf2xtqbkQ_9,the mladic trial pretrial phase theyre debating exactly trial take place exchanging evidence,0
270665_29,it keeps seems staged set nobody acting natural nobody getting roles nobody meshing one another,0
t7a3zECpT4k_1,plane telling frustrating industry people afraid change takes forever get caught underpants keep asking questions really irrelevant afraid ask big question,0
214095_12,its good movie,0
mxFU6TrHChY_12,bible tells us repent turn sin stop sinning,0
2S00zYaVrtc_10,the pepper spray incident one deeply regret rest life,0
247318_4,umm in ways look movie umm attempt dont know either stutter actors movie company produced get back feet something didnt really,0
92521_6,uhh well guess uhh cast cast good liked cast,0
5kaCGzjYukM_3,were looking dozens several dozens casualties strike clear medical facility,0
_tBaGXNwlp0_4,were also aware seen reports earthquake struck northcentral burma today,0
202990_3,this movie enjoy whatsoever,0
qJZlp9uxoTU_15,but theres big gap political leaders say harsh reality teachers autonomy professional freedoms restricted rights widely ignored,0
215318_15,lots special features awful movie,0
87161_13,uhh mean dont know kind expressions hes given looks mean many times looks like hes uhh stomach problems acting horrible,0
222247_6,exactly sure uhh robert redford movie,0
11650_9,there lot plot holes,0
96350_5,its people race cars uhh dont understand whole concept,0
flv4by3RYVk_0,in know category horrible quarter finish line,0
270444_8,if dont connection probably wont good cause stutter annoying,0
83310_1,kickin it old school uhh movie kid interested break dancing uhh given childhood days gets accident break dancing goes coma twenty years,0
fWAKek8jA5M_6,the whole point singlepayer plan make sure coverage simpler comprehensive reliable today,0
273237_10,absolutely hate movie,0
2JY5HXBWO84_23,and know go bankruptcy losehave sell lose land,0
IAubgwEiCcY_7,for starters youre dealing private company access every plan available obamacare also many plans insurance carriers choosing participate obamacare,0
K1VeXZxR24U_3,the problem mutual funds following rules attached,0
40260_8,but movie uhh kind got conflict interest story,0
kx544gnOZB0_0,this morning water tank coloured dark blue,0
46604_1,umm guess answer probably uhh maybe stutter one worst movies ive seen far thats saying lot uhh wesley snipes,0
79935_16,uhh uhh wouldnt recommend movie anybody,0
xvnFF0FiyS4_0,times ablebodied know research community doesnt get go straight oh want cure,0
266396_94,you seriously wasting money,0
vM7m581tHn0_2,ave ever stepped ant started smell weird tangy smell,0
273531_2,after seeing one umm recently pretty much got expected,0
251839_12,its silly really uhh,0
139006_2,ive seen almost every one pretty good one mediocre one really really bad one,0
257771_10,umm so think thats really trying push like audience oh going huge epic,0
266396_81,night shyamalan fan well least,0
EMS14J0odIE_16,youre also talking children would able inherit assets may tricky proposition,0
273237_20,please please begging,0
UjqA6KVW2m8_2,ho hell,0
1knHBRVPoYQ_4,what hell think youre huh,0
110203_8,you may funny werent funny enough movie,0
194625_15,its one oh okay im done type movie umm really wish uhh maybe previewed someone given honest review,0
224869_6,umm got say steven spielberg movie wasnt really thrilled,0
50453_1,club dread mean pretty much huge disappointment,0
266396_60,you think going scary movie,0
22373_5,but drawn long movie umm really interesting endings pretty lame kind flops end,0
oGnKsroR0R0_9,who would thought they dont speak finnish and im sad admit ive never central europe sad dont count stopping airport amsterdam already much,0
88245_3,umm but supposed comedy really wasnt funny,0
266396_78,and doesnt matter movie going believe,0
vn0CFvUK5D0_5,but kids grown big enough walk talk something started change,0
2ItiGjefTRA_4,test used urine youre going able test blood saliva bodily fluids theres really point using anything urine,0
D02PT0bl88A_9,hen last sentence give call action help go use theyve learned example remembering tips youll always good luck finding best produce,0
266791_29,obviously cg,0
252998_2,umm this movie eccentric rich family living massachussetts umm obsessed kennedys,0
243341_32,dont see dvd comes,0
ta26Z2YEVMQ_3,if youre judging im tired judging slam bed,0
245276_5,it wasnt entertaining wasnt even like funny kind bad,0
215259_3,umm but go adapted film stutter dont think done well,0
65kkuNV921k_6,if let reporters throw message voters never hear message,0
72017_5,uhh didnt interest much,0
28006_7,it stutter pretty dumb,0
262226_14,in opinion think could spend money importantly time elsewhere different stutter movie theater dont even go movies,0
213619_4,uhh but rated would rated really bad bad kids theres lot killings lot blood lot gore,0
284673_2,umm valkyrie bad movie,0
-yRb-Jum7EQ_3,second terrorism wielding knives palestinian children also exist vacuum,0
1tuMFJnlXJc_8,encourage become label reader everything buy thats processed may sugar,0
270254_24,stutter dont know,0
266396_53,and dialog probably one worst part movie besides acting really bad,0
e7_2U4lm6TE_24,maybe beginning summer yeah fall doesnt seem like right color almost like left threw box thats kind feel,0
-lqc32Zpr7M_5,there several different stages youre going go coping dying person,0
189966_18,im going give one star dont like stutter basis behind movie filmed way eight millimeter film integrated footage,0
270956_17,thats,0
wRKVNiABc0w_8,nd biggest advice think practically actually pay back loans,0
243341_22,you know stupid stuff,0
56989_11,umm it waiting movie boring,0
7rMLN0KKE5k_10,but way im going fight writing writing political act,0
251417_5,uhh nicely planned umm fact ended showing monsters mist umm made uhh stutter wasnt scary anymore,0
Va54WZgPTdY_4,hey will be met with fire and fury like the world has never seen,0
273250_14,thats flaw movie,0
271366_17,you stutter insulting,0
266396_30,mean could go forever sorry,0
kCQqLNiO0mk_7,if dont dont invest wisely going hurting schools going hurting basically future,0
MOfEl_1dh-g_4,and also theres much guitars going muted sense,0
jYT3-RQFy1U_11,now palestinians cynically manipulating icc deny jewish state right defend against war crimes terror court established prevent,0
eE8Qr9fOvVA_7,state north carolina despite repeated betrayal hundreds years,0
3At-BKm9eYk_2,since moment hard smile,0
NVlxq3jxlAk_10,ot theyre pay claims want money,0
R8leu0tEJ4o_3,admittedly theres risk course follow every lesson history tells us greater risk lies appeasement specter wellmeaning liberal friends refuse face policy accommodation appeasement gives choice peace war fight surrender,0
72385_17,uhh lack taste uhh bad words think,0
2f6ZHqJ76EU_2,its form financial grooming luring next generation type debt making think normal perfectly normal borrow extremely high rates short terms terrible terms cant repay,0
sfaWfZ2-4c0_1,instead lawmakers decided put egos personal priorities needs kentuckys families families struggling pay bills hold jobs worst recession lifetime,0
45184_2,umm its supposed scary stuff didnt really feel scared like lot goriness stuff,0
270416_8,mike myers absolutely awful,0
294178_13,but good horror movie dont think least,0
264446_9,hes afraid commitment,0
kh6eynD9OIk_9,we kept second guessing lip tongue started swelling knew,0
87161_2,so amanda actually homecoming queen uhh mike dexter homecoming king,0
mxFU6TrHChY_3,ey never heard jesus discourage hearing jesus despise prophecies,0
0YiAKqU36KE_5,shiva treated like waste dump,0
YRbtXb9fWmI_5,ou know really shoddy work group members really upset,0
127539_4,uhh mean good like watching um whole band everything,0
266396_47,come movie every three years maybe every four years even,0
256935_18,for movie sucks bad two hours way much,0
-tPCytz4rww_16,so make sure get cleaning property,0
hCFV5VLgS0A_7,because age years old,0
267278_12,which exactly movie stupid,0
206606_10,but wasnt enough make great film,0
266938_53,night shyamalan,0
190743_13,when im watching movie something know stutter actors caliber expect watch something thats new unique didnt find movie,0
28006_5,dont know thinking decided sean connery star alan quartermain,0
266396_73,im saying mark wahlberg good actor first movie,0
271366_32,the mummy franchise dead need reboot something brendan frasers oneliners stuff publics gonna take anymore,0
lO87-4Kf0cQ_4,usually advice recommendation governance committee,0
80914_8,otherwise two five stars said uhh hes accused murder well thinks hes accused murder didnt commit basically fugitive running away people arent trying chase although find real killer,0
271594_37,dont go see,0
RwcTz-tOIeo_1,hey imprisoned practising faitha fundamental right guaranteed international iranian law,0
241629_6,umm its kind one predictable movies uhh dont think would recommend going see,0
225343_11,umm dont know makes better though,0
-dZ1TCboxcQ_5,he knows depends russian budgetary outlay determined looking move forward conclude,0
216857_3,umm im probably minority people,0
aE7sckIAWuw_4,there millions things world beyond control,0
45186_5,the acting terrible,0
jPf0LjZAS14_3,but strip away sentimentality really divides us,0
kh6eynD9OIk_8,she told know need give epipen uh hardest thing ever,0
222247_7,umm feel maybe lost bet umm towards end movie becomes uhh silly,0
3aIQUQgawaI_7,so science clear irrefutable today intergovernmental panel climate change confirmed fifth time years climate change real happening large part caused human activity,0
TbZPa_keawc_10,and kept camp made domestic work kept state forced nudity gang raped whatever,0
kh6eynD9OIk_14,when squad got guy looking said oh yeah looks fine no still gotta go hospital dont understand,0
214095_3,uhh its guy marries girl theyre stutter theyre honeymoon finds someone loves begins fall love kind,0
136196_7,it seems like weve seen uhh seen better,0
tXxf6-CilNI_18,they signed process going ahead,0
G38DwNDQ8Cc_1,imagine pesky neighbor somehow took mortgage house name legal trickery obligated pay,0
266396_20,could probably go like ten minutes cant,0
mHGaQ_nv9UY_6,sandra fact youve got twelve gigabytes ram system mean final cut takes advantage,0
Wrcf2xtqbkQ_1,im fellow committee conscience us holocaust museum im undertaking research project pegged upcoming trial hague alleged bosnian war criminal ratko mladic prominent people whove indicted yugoslav war crimes tribunal hague,0
Z7L3V5bwzI0_0,when federal government took student loan industry gtgt promised tuition rates would sky rocket,0
c5-L8vC6_sk_6,we live life everyday running running running thinking ive got ive got moving routines theres whole story theres whole set experiencing brain picking throughout day,0
92331_23,if could give less would,0
ooAF6I-fmTg_5,can you honestly say hear voice jesus outside of the bible,0
245582_11,and scenes went top trying make humorous stutter ended disturbing disgusting,0
266396_42,just take year get head together stutter movie absolutely terrible,0
215259_6,umm especially last fighting scene thought best part movie,0
x8UZQkN52o4_11,because even though he went to military school and knows more than the generals he was granted five draft deferments including one for bone spurs in his heels,0
kaudsLIvYC8_1,the logistics pretty tough getting supplies getting people haiti annd gotten better today,0
135623_5,dont know im really action really exciting,0
298774_17,and yeah,0
243341_30,okay give negative terrible gotta say,0
Zj_4YmbMWtg_6,hen realized something died finally gave permission grieve,0
88791_5,you change angles want come,0
93821_5,the second one probably best three third one terrible even worth mentioning,0
270254_19,stutter didnt enjoy stutter kind sat hmm,0
284673_11,also went movie expecting least little bit action considering fact stutter surrounded war know violence,0
23YlZoucbyM_2,we dont time irrelevant controversies detract good news gospel,0
28006_6,it doesnt make sense uhh dont know,0
2JY5HXBWO84_14,ell totally honest early disappointed land claims passed would provisions private corporations,0
94983_10,so didnt really like dvd waste fifteen dollars,0
267278_22,umm rent maybe see super budget price maybe but uhh questionable whether even,0
89ZmOPOilu4_7,its great risk socially unacceptable,0
74184_14,dont like,0
84133_14,but seems like anytime ben afflecks movie bad,0
245276_10,who dungeons dragons shouldnt made oh man whats next like risk movie okay uhh time rating,0
4lKz4xyCmkk_9,ensure everyone knows deaf hearingimpaired person present,0
41381_9,dvd uhh im sure youd want collection wont suggest though,0
rwe-hBNpzH8_1,donald trump represents republican party whether want,0
96194_14,umm didnt enjoy,0
aE7sckIAWuw_3,problem problem problem problem discussion solutions,0
ET1cU5_A2YM_1,no country earth would remain passive face hundreds rockets fired cities israel exception,0
3HRnhUin-5g_2,were still evaluating norths claims test initial analysis consistent north koreas claim hydrogen bomb,0
v_8QeoNc4QY_2,as money tied definable period time,0
79935_1,wanted go back manager ask money back uhh cause movie really bad,0
27798_13,and picture quality really bad story,0
278474_4,uhh it horrible cant recommend,0
128752_12,and umm know wasnt stutter funny movie,0
238645_17,but doesnt best job acting,0
270956_15,and uhh yeah,0
79935_9,but totally uhh totally uhh turned movie notice notice trailers put movie know showed funny shots,0
zrFZAofNGi4_10,the holocaust happened ashamed one anything talking bosnia,0
262226_17,and tyler perry message,0
oO61Ma17tRA_2,despite rise hampl insolvencies compared compared quarter last year,0
265959_7,uhh like trailer uhh kicks people really weird thats like realistic like hes supposed like super super stutter agent super hair stylist,0
259470_21,theres probably lot movies playing right would enjoy ten thousand,0
259260_23,as stutter slap head learned first eight mistakes,0
252912_6,uhh it little smarmy glasses wearing guy murphy brown,0
tXxf6-CilNI_1,and thing weve accepted fact medical definition got quantitative way,0
GdFP_p4eQX0_2,today im going talk get loan bad credit,0
EO_5o9Gup6g_3,until leaders understand debt way prosperity stopping runaway government spending,0
267799_9,and middle movie umm tried really really hard uhh funny failed spectacularly,0
73447_15,would recommend especially thought movie,0
248837_8,not going ruin plot anything dont dont even know ruin plot great movie dont even want see,0
131650_9,it awful,0
zoPOeViAdOo_1,you want humorous portion program go,0
243341_11,okay another one movies parodies movies stupid,0
224263_7,the direction stutter horrible,0
106077_14,its probably like one half,0
28006_20,dont get movie,0
43456_1,its uhh covert one the hades factor,0
3HRnhUin-5g_4,we consistently made clear accept north korea nucleararmed state,0
KI2sU-mhM44_14,weve got republican party consistently blocked refinancing student loan debt,0
244623_3,umm crazy concept actually kind dumb,0
7IxmlIwqigw_7,mean seeing hearing customers hey normally go see clients twice month well im allowed go see month well consumer lost half travel budget,0
233939_12,it many orge like creatures wizard medieval time setting,0
24202_2,if youre stutter fan fantasy movies type movie matter see movie,0
243341_34,like grounded go room rest night,0
275620_1,playing shoulder unfortunately movie star trek five the final frontier two disc special collectors edition,0
190740_6,this least scary movie ever watched entire life,0
s1tVE8g6JBc_0,oh group like five people well one kid,0
139032_6,but know doesnt matter doesnt matter movies look beautiful,0
46615_1,starring uhh charlie sheen umm guess hes trying take seriously since box says charles sheen uhh movie would pick charles sheen launch serious movie career,0
268836_15,umm everyones making big deal first rated movie,0
kpS4BXif_Sw_20,and continue keep press corps american people informed events develop,0
189966_17,so didnt like eight millimeter,0
l-nM_U1qpko_0,its been tough day for our navy family,0
_tBaGXNwlp0_5,we offer deepest condolences well families lost loved ones,0
270449_9,but lot people praised graphics time,0
233356_7,really great movie,0
mHGaQ_nv9UY_4,this especially frustrating sent project compressor ive already spent hour processing get failed response,0
3DOrdP4H8SA_9,nd every time heartbeat,0
badtXoOJaf8_0,can imagine implications woman abortion right due date,0
266396_52,it really,0
265959_5,uhh its supposed like one like guess outrageously funny movies really like wasnt,0
273237_13,it like compare straight dvd american pie presents thats trying,0
101851_12,and,0
154449_9,umm maybe husbands sigh would pay money see movie buy movie,0
Q2uHXKA8cq8_3,hhaving said thatahi think seeing meltdown see meltdown good,0
GMa0cIAltnw_5,but hear testimony continue go sin continue repent nothing,0
238023_9,well could probably hate,0
229090_15,umm which course intent seeing horror movie yet uhh creepiness kind adds badness somehow uhh stutter overall unlikable sigh movie,0
270665_15,the writing umm pathetic uhh quite frankly,0
vRhj2bLo1ho_4,please help one shot lose two three exams passed,0
11650_17,would recommend people go see,0
110565_2,umm its pgthirteen day age pgthirteen harder tell really means know well one theres lots cussing umm theres bedroom scenes even though dont show skin obviously know theyre,0
3DOrdP4H8SA_5,tammy put bed rest every day went hospital see baby still alive,0
OctOcfI4KSs_1,lot controversy surrounding whether individual taking oath canadian citizenship right cover face usually religious purposes taking oath,0
lwL4hjhkid4_0,were afraid depleted dont give,0
5YnYGjrhzF4_9,weve already lost magic window days patients going improve,0
LityRNuQihc_5,it repeated problems spent time shop road,0
25640_8,umm if youre going go get know get one full throttle second charlies angels umm together cheap go ahead dont bother,0
n5MU2-GFjo8_0,social anxiety disorder one group anxiety disorders name implies used identify individuals difficulty interacting people excessive anxiety,0
IB0lGIxP8YY_2,the question need change direction terms everything connected conception economics society,0
267255_12,its like like really dull comedy thought,0
190743_14,so freedomland total waste time,0
231025_11,shes sort romantic heroine mind,0
227173_5,hes kind bully bullied stutter umm participating stutter reality show,0
STeqtJLakQQ_5,he reason why is not because they are against establishment they are against the propaganda machine that exists,0
29751_4,it umm laugh less movie,0
266396_68,ive seen gore trailer movie,0
234046_17,theres alternate ending isnt better worse original ending theres know theatrical content uhh theatrical trailer different languages stuff like,0
110565_3,umm theres uhh dog keeps uhh humping stuffed animal theres farting stutter thought rude movie,0
266396_96,you seriously,0
236696_7,uhh its terrible,0
rCQYq4T8SEI_8,ou could thrown dust pleased,0
271366_3,it fails every level possible,0
PohW-isYMK0_4,child responding name called one first hallmark signs autism,0
233939_3,this one horrible,0
IsAtAzltJNM_8,nd ive yes ive since march wasnt expected,0
238023_31,uhh maybe maybe stutter im missing felt like behavior characters completely touch reality dont find interesting attractive movie,0
kh6eynD9OIk_5,his stomach started hurt started throw,0
5wpCKY2U1NE_1,ot face looks like face,0
87161_7,uhh the movie whole average mean uhh boring parts whole movie,0
56276_4,it dumb,0
128258_11,umm the story got even worse thought,0
72017_2,and basically uhh dracula uhh goes around killing people sucking blood,0
266366_11,another thing noticed uhh animation part seems focused bodies two know hulk evil guy,0
xfeASyC6PPg_0,the teaching assistantship undertook lasted nine months working whats equivalent sixth form college,0
RgubFcmvgDE_7,but learned growth hormones unnatural diets todays dairy cows produce ten times milk would naturally,0
Es9MkKsMsjU_10,like determining factor whether someone friend,0
213327_10,umm the writing bad umm looks like low budget film,0
266396_33,and im sorry santa,0
251417_6,dont know call horror since monsters werent really scary,0
VWik5oKP6IU_9,mean want racist ok im interested,0
266396_27,mean complete disappointment,0
216007_6,and movie destroys sort creating umm selfcontained plot guess werent planning making movies,0
XblL7mcdDdg_11,and avoid trapped zero someday everybody trying compete dump particular socially neighbor,0
46618_0,hi im reviewing dvd release uhh python,0
24202_11,so know youre looking movie see see one disappoint lose money,0
270628_32,maybe given bad advice made changes worse maybe like think actors actresses director werent one wholeheartedly,0
230252_8,and kind cheesy,0
50103_8,those actors,0
xge9aYTxxOA_3,male speaker bad advertising first spam email,0
104741_3,give probably two umm language contains,0
272375_13,its definitely kids,0
92533_5,uhh the cg fx fight scenes good wasnt enough save movie,0
31474_10,the acting horrible,0
96099_2,in movie main two main characters young children,0
xge9aYTxxOA_0,female speaker bad advertising isnt memorable isnt meaningful,0
xUz5cCA-oTo_4,defense actually used six strikes black people,0
273237_24,really exaggeration everything,0
Vuay0mVKkik_2,came country living undocumented person years,0
NOl0v54DaXo_4,im even journalist,0
88797_4,however dont know lacked lot good movie,0
219775_2,umm my kids really didnt enjoy one either didnt,0
pSxte-ms0t8_15,they want keep fighting private little wars world,0
DGeBPk1op3E_3,let principal primary concern,0
SI39azgVUR8_1,tried many different diet plans turned bogus frustrated still overweight,0
XblL7mcdDdg_20,and end day enough consumption support rich ones,0
36098_4,uhh it typical scifi story line theyre woods theres monsters killing one one know,0
81615_6,umm dont know basically movie mainstream uhh basically kind really confusing boring movie like said worth paying money opinion even theaters,0
271598_24,and youre end know political movie thats supposed like oh sort satirical little satirical,0
270665_23,not worth seeing worth renting worth wasting life quite frankly,0
266396_54,dialog delivery dialog wrote absolutely awful,0
266852_10,if rate sixth sense ten ten would give movie like two ten,0
SGsiGz2fdpo_14,you go one street end investment,0
Zj_4YmbMWtg_10,it still comes time time im afraid anymore,0
jYT3-RQFy1U_1,its absurd icc ignore international law agreements under palestinians dont state get one direct negotiations israel,0
DnBHq5I52LM_0,we need tax cuts tax reform,0
244836_3,umm this movie stutter recommended people thought good opinion guess wrong really disappointing movie,0
53609_15,umm like said nuclear testing army goes stutter stuff get killed,0
ZRic9ygn9f8_4,we believe efforts promote engagement reconciliation among bahrainis necessary longterm stability,0
tw2xFbfgV4U_20,recognizing generating pixel perfect assets every existing device doesnt scale one would need systematic way deal assets different screens better fit,0
96099_3,uhh one girl moved boy lives close girl,0
Es9MkKsMsjU_12,because apparently friends craig hes voting people running entire campaigns promises committing war crimes superficial reason,0
244623_14,like even tell fake,0
136205_5,movies books often well rushed,0
135623_6,umm the acting also horrible know realize based comic book thats kind style theyre know kind top kind cheesy dont know,0
Gc_zIjqqUys_0,youve invested stock market first time youre thrilled excited suddenly dawns going make money investment,0
206606_8,umm know didnt really enjoy,0
kpS4BXif_Sw_8,it would represent profound interference matters must determined ukrainian people,0
NocexkPXja8_1,charlie carr boston massachusetts it incredibly huge shock disability traumatic,0
238060_9,theyre entertaining theyre gross theyre really meant seen,0
39lcRCFvV-s_29,and thats does make feel little old,0
267252_8,and making crazy stuff like everyones like dying stuff really really weird,0
94983_11,you could probably get five dollars since old bad,0
59673_7,umm like british accent people english accents,0
